"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14"
"27","PC1","I/O","","","","","","","","","","","","","","","","","COMP1_INP/TIMX_IC2/TS_G8_IO2"
"28","PC2","I/O","","","","","","","","","","","","","","","","","COMP1_INP/TIMX_IC3/TS_G8_IO3"
"29","PC3","I/O","","","","","","","","","","","","","","","","","COMP1_INP/TIMX_IC4/TS_G8_IO4"
"30","VSSA","Power","","","","","","","","","","","","","","","","",""
"31","VREF-","Power","","","","","","","","","","","","","","","","",""
"32","VREF+","Power","","","","","","","","","","","","","","","","",""
"33","VDDA","Power","","","","","","","","","","","","","","","","",""
"34","PA0-WKUP1","I/O","","","RTC_TAMP2/SYS_WKUP1","TIM2_CH1","TIM5_CH1","","","","","USART2_CTS","","","","","","","COMP1_INP/TIMX_IC1/TS_G1_IO1"
"35","PA1","I/O","","","","TIM2_CH2","TIM5_CH2","","","","","USART2_RTS","","","","","","","COMP1_INP/TIMX_IC2/TS_G1_IO2"
"36","PA2","I/O","","","","TIM2_CH3","TIM5_CH3","TIM9_CH1","","","","USART2_TX","","","","","","","COMP1_INP/TIMX_IC3/TS_G1_IO3"
"37","PA3","I/O","","","","TIM2_CH4","TIM5_CH4","TIM9_CH2","","","","USART2_RX","","","","","","","COMP1_INP/TIMX_IC4/TS_G1_IO4"
"38","VSS","Power","","","","","","","","","","","","","","","","",""
"39","VDD","Power","","","","","","","","","","","","","","","","",""
"40","PA4","I/O","","","","","","","","SPI1_NSS","I2S3_WS/SPI3_NSS","USART2_CK","","","","","","","COMP1_INP/TIMX_IC1"
"41","PA5","I/O","","","","TIM2_CH1","","","","SPI1_SCK","","","","","","","","","COMP1_INP/TIMX_IC2"
"42","PA6","I/O","","","","","TIM3_CH1","TIM10_CH1","","SPI1_MISO","","","","","","","","","COMP1_INP/TIMX_IC3/TS_G2_IO1"
"43","PA7","I/O","","","","","TIM3_CH2","TIM11_CH1","","SPI1_MOSI","","","","","","","","","COMP1_INP/TIMX_IC4/TS_G2_IO2"
"44","PC4","I/O","","","","","","","","","","","","","","","","","COMP1_INP/TIMX_IC1/TS_G9_IO1"
"45","PC5","I/O","","","","","","","","","","","","","","","","","COMP1_INP/TIMX_IC2/TS_G9_IO2"
"46","PB0","I/O","","","","","TIM3_CH3","","","","","","","","","","","","COMP1_INP/SYS_V_REF_OUT/TS_G3_IO1"
"47","PB1","I/O","","","","","TIM3_CH4","","","","","","","","","","","","COMP1_INP/SYS_V_REF_OUT/TS_G3_IO2"
"48","PB2","I/O","","","","","","","","","","","","","","","","","TS_G3_IO3"
"49","PF11","I/O","","","","","","","","","","","","","","","","","TS_G3_IO4"
"50","PF12","I/O","","","","","","","","","","","","","","","","","TS_G3_IO5"
"51","VSS","Power","","","","","","","","","","","","","","","","",""
"52","VDD","Power","","","","","","","","","","","","","","","","",""
"53","PF13","I/O","","","","","","","","","","","","","","","","","TS_G9_IO3"
"54","PF14","I/O","","","","","","","","","","","","","","","","","TS_G9_IO4"
"55","PF15","I/O","","","","","","","","","","","","","","","","","TS_G2_IO3"
"56","PG0","I/O","","","","","","","","","","","","","","","","","TS_G2_IO4"
"57","PG1","I/O","","","","","","","","","","","","","","","","","TS_G2_IO5"
"58","PE7","I/O","","","","","","","","","","","","","","","","","COMP1_INP/TIMX_IC4"
"59","PE8","I/O","","","","","","","","","","","","","","","","","COMP1_INP/TIMX_IC1"
"60","PE9","I/O","","","","TIM2_CH1","","","","","","","","","","","","","COMP1_INP/TIMX_IC2"
"61","VSS","Power","","","","","","","","","","","","","","","","",""
"62","VDD","Power","","","","","","","","","","","","","","","","",""
"63","PE10","I/O","","","","TIM2_CH2","","","","","","","","","","","","","COMP1_INP/TIMX_IC3"
"64","PE11","I/O","","","","TIM2_CH3","","","","","","","","","","","","","TIMX_IC4"
"65","PE12","I/O","","","","TIM2_CH4","","","","SPI1_NSS","","","","","","","","","TIMX_IC1"
"66","PE13","I/O","","","","","","","","SPI1_SCK","","","","","","","","","TIMX_IC2"
"67","PE14","I/O","","","","","","","","SPI1_MISO","","","","","","","","","TIMX_IC3"
"68","PE15","I/O","","","","","","","","SPI1_MOSI","","","","","","","","","TIMX_IC4"
"69","PB10","I/O","","","","TIM2_CH3","","","I2C2_SCL","","","USART3_TX","","","","","","",""
"70","PB11","I/O","","","","TIM2_CH4","","","I2C2_SDA","","","USART3_RX","","","","","","",""
"71","VSS","Power","","","","","","","","","","","","","","","","",""
"72","VDD","Power","","","","","","","","","","","","","","","","",""
"73","PB12","I/O","","","","","","TIM10_CH1","I2C2_SMBA","I2S2_WS/SPI2_NSS","","USART3_CK","","","","","","","COMP1_INP/TS_G7_IO1"
"74","PB13","I/O","","","","","","TIM9_CH1","","I2S2_CK/SPI2_SCK","","USART3_CTS","","","","","","","COMP1_INP/TS_G7_IO2"
"75","PB14","I/O","","","","","","TIM9_CH2","","SPI2_MISO","","USART3_RTS","","","","","","","COMP1_INP/TS_G7_IO3"
"76","PB15","I/O","","","RTC_REFIN","","","TIM11_CH1","","I2S2_SD/SPI2_MOSI","","","","","","","","","COMP1_INP/TS_G7_IO4"
"77","PD8","I/O","","","","","","","","","","USART3_TX","","","","","","","TIMX_IC1"
"78","PD9","I/O","","","","","","","","","","USART3_RX","","","","","","","TIMX_IC2"
"79","PD10","I/O","","","","","","","","","","USART3_CK","","","","","","","TIMX_IC3"
"80","PD11","I/O","","","","","","","","","","USART3_CTS","","","","","","","TIMX_IC4"
"81","PD12","I/O","","","","","TIM4_CH1","","","","","USART3_RTS","","","","","","","TIMX_IC1"
"82","PD13","I/O","","","","","TIM4_CH2","","","","","","","","","","","","TIMX_IC2"
"83","VSS","Power","","","","","","","","","","","","","","","","",""
"84","VDD","Power","","","","","","","","","","","","","","","","",""
"85","PD14","I/O","","","","","TIM4_CH3","","","","","","","","","","","","TIMX_IC3"
"86","PD15","I/O","","","","","TIM4_CH4","","","","","","","","","","","","TIMX_IC4"
"87","PG2","I/O","","","","","","","","","","","","","","","","","TS_G7_IO5"
"88","PG3","I/O","","","","","","","","","","","","","","","","","TS_G7_IO6"
"89","PG4","I/O","","","","","","","","","","","","","","","","","TS_G7_IO7"
"90","PG5","I/O","","","","","","","","","","","","","","","","",""
"91","PG6","I/O","","","","","","","","","","","","","","","","",""
"92","PG7","I/O","","","","","","","","","","","","","","","","",""
"93","PG8","I/O","","","","","","","","","","","","","","","","",""
"94","VSS","Power","","","","","","","","","","","","","","","","",""
"95","VDD","Power","","","","","","","","","","","","","","","","",""
"96","PC6","I/O","","","","","TIM3_CH1","","","I2S2_MCK","","","","","","","","","TIMX_IC3/TS_G10_IO1"
"97","PC7","I/O","","","","","TIM3_CH2","","","","I2S3_MCK","","","","","","","","TIMX_IC4/TS_G10_IO2"
"98","PC8","I/O","","","","","TIM3_CH3","","","","","","","","","","","","TIMX_IC1/TS_G10_IO3"
"99","PC9","I/O","","","","","TIM3_CH4","","","","","","","","","","","","TIMX_IC2/TS_G10_IO4"
"100","PA8","I/O","","","RCC_MCO","","","","","","","USART1_CK","","","","","","","TIMX_IC1/TS_G4_IO1"
"101","PA9","I/O","","","","","","","","","","USART1_TX","","","","","","","TIMX_IC2/TS_G4_IO2"
"102","PA10","I/O","","","","","","","","","","USART1_RX","","","","","","","TIMX_IC3/TS_G4_IO3"
"103","PA11","I/O","","","","","","","","SPI1_MISO","","USART1_CTS","","","USB_DM","","","","TIMX_IC4"
"104","PA12","I/O","","","","","","","","SPI1_MOSI","","USART1_RTS","","","USB_DP","","","","TIMX_IC1"
"105","PA13","I/O","","","SYS_JTMS-SWDIO","","","","","","","","","","","","","","TIMX_IC2/TS_G5_IO1"
"106","PH2","I/O","","","","","","","","","","","","","","","","",""
"107","VSS","Power","","","","","","","","","","","","","","","","",""
"108","VDD","Power","","","","","","","","","","","","","","","","",""
"109","PA14","I/O","","","SYS_JTCK-SWCLK","","","","","","","","","","","","","","TIMX_IC3/TS_G5_IO2"
"110","PA15","I/O","","","SYS_JTDI","TIM2_CH1","","","","SPI1_NSS","I2S3_WS/SPI3_NSS","","","","","","","","TIMX_IC4/TS_G5_IO3"
"111","PC10","I/O","","","","","","","","","I2S3_CK/SPI3_SCK","USART3_TX","UART4_TX","","","","","","TIMX_IC3"
"112","PC11","I/O","","","","","","","","","SPI3_MISO","USART3_RX","UART4_RX","","","","","","TIMX_IC4"
"113","PC12","I/O","","","","","","","","","I2S3_SD/SPI3_MOSI","USART3_CK","UART5_TX","","","","","","TIMX_IC1"
"114","PD0","I/O","","","","","","TIM9_CH1","","I2S2_WS/SPI2_NSS","","","","","","","","","TIMX_IC1"
"115","PD1","I/O","","","","","","","","I2S2_CK/SPI2_SCK","","","","","","","","","TIMX_IC2"
"116","PD2","I/O","","","","","TIM3_ETR","","","","","","UART5_RX","","","","","","TIMX_IC3"
"117","PD3","I/O","","","","","","","","SPI2_MISO","","USART2_CTS","","","","","","","TIMX_IC4"
"118","PD4","I/O","","","","","","","","I2S2_SD/SPI2_MOSI","","USART2_RTS","","","","","","","TIMX_IC1"
"119","PD5","I/O","","","","","","","","","","USART2_TX","","","","","","","TIMX_IC2"
"120","VSS","Power","","","","","","","","","","","","","","","","",""
"121","VDD","Power","","","","","","","","","","","","","","","","",""
"122","PD6","I/O","","","","","","","","","","USART2_RX","","","","","","","TIMX_IC3"
"123","PD7","I/O","","","","","","TIM9_CH2","","","","USART2_CK","","","","","","","TIMX_IC4"
"124","PG9","I/O","","","","","","","","","","","","","","","","",""
"125","PG10","I/O","","","","","","","","","","","","","","","","",""
"126","PG11","I/O","","","","","","","","","","","","","","","","",""
"127","PG12","I/O","","","","","","","","","","","","","","","","",""
"128","PG13","I/O","","","","","","","","","","","","","","","","",""
"129","PG14","I/O","","","","","","","","","","","","","","","","",""
"130","VSS","Power","","","","","","","","","","","","","","","","",""
"131","VDD","Power","","","","","","","","","","","","","","","","",""
"132","PG15","I/O","","","","","","","","","","","","","","","","",""
"133","PB3","I/O","","","SYS_JTDO-TRACESWO","TIM2_CH2","","","","SPI1_SCK","I2S3_CK/SPI3_SCK","","","","","","","","COMP2_INM"
"134","PB4","I/O","","","SYS_JTRST","","TIM3_CH1","","","SPI1_MISO","SPI3_MISO","","","","","","","","COMP2_INP/TS_G6_IO1"
"135","PB5","I/O","","","","","TIM3_CH2","","I2C1_SMBA","SPI1_MOSI","I2S3_SD/SPI3_MOSI","","","","","","","","COMP2_INP/TS_G6_IO2"
"136","PB6","I/O","","","","","TIM4_CH1","","I2C1_SCL","","","USART1_TX","","","","","","","COMP2_INP/TS_G6_IO3"
"137","PB7","I/O","","","","","TIM4_CH2","","I2C1_SDA","","","USART1_RX","","","","","","","COMP2_INP/SYS_PVD_IN/TS_G6_IO4"
"138","BOOT0","Boot","","","","","","","","","","","","","","","","",""
"139","PB8","I/O","","","","","TIM4_CH3","TIM10_CH1","I2C1_SCL","","","","","","","","","",""
"140","PB9","I/O","","","","","TIM4_CH4","TIM11_CH1","I2C1_SDA","","","","","","","","","",""
"141","PE0","I/O","","","","","TIM4_ETR","TIM10_CH1","","","","","","","","","","","TIMX_IC1"
"142","PE1","I/O","","","","","","TIM11_CH1","","","","","","","","","","","TIMX_IC2"
"143","VSS","Power","","","","","","","","","","","","","","","","",""
"144","VDD","Power","","","","","","","","","","","","","","","","",""
